IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.8,,,12,,13.5,12.8 [12 – 13.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,12.8,,,12.3,,13.3,12.8 [12.3 – 13.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13,,,12.5,,13.5,13 [12.5 – 13.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13,,,12.5,,13.6,13 [12.5 – 13.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.1,,,12.5,,13.8,13.1 [12.5 – 13.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,CHN,China,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.1,,,12.7,,13.6,13.1 [12.7 – 13.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,Sex,Male,MLE,,,,,,,,,,13.2,,,12.5,,13.8,13.2 [12.5 – 13.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.2,,,12.8,,13.6,13.2 [12.8 – 13.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2016,true,Sex,Male,MLE,,,,,,,,,,13.4,,,12.5,,14.2,13.4 [12.5 – 14.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.4,,,12.7,,14,13.4 [12.7 – 14],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,HND,Honduras,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.5,,,12.9,,14,13.5 [12.9 – 14],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.5,,,13.1,,13.9,13.5 [13.1 – 13.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.5,,,13.2,,13.9,13.5 [13.2 – 13.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2016,true,Sex,Male,MLE,,,,,,,,,,13.6,,,13,,14.1,13.6 [13 – 14.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,USA,United States of America,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.6,,,13.2,,13.9,13.6 [13.2 – 13.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.6,,,13.2,,14,13.6 [13.2 – 14],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,AGO,Angola,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.7,,,13.2,,14.2,13.7 [13.2 – 14.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.7,,,13.2,,14.3,13.7 [13.2 – 14.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.8,,,12.8,,14.7,13.8 [12.8 – 14.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Male,MLE,,,,,,,,,,13.8,,,13,,14.7,13.8 [13 – 14.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CAN,Canada,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.8,,,13.4,,14.2,13.8 [13.4 – 14.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,NOR,Norway,Year,2016,true,Sex,Male,MLE,,,,,,,,,,13.8,,,13.4,,14.2,13.8 [13.4 – 14.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.9,,,13.1,,14.6,13.9 [13.1 – 14.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.9,,,13.2,,14.6,13.9 [13.2 – 14.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.9,,,13.4,,14.3,13.9 [13.4 – 14.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.9,,,13.6,,14.3,13.9 [13.6 – 14.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2016,true,Sex,Male,MLE,,,,,,,,,,14,,,13.4,,14.6,14 [13.4 – 14.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.1,,,13.7,,14.5,14.1 [13.7 – 14.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.1,,,13.7,,14.5,14.1 [13.7 – 14.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,Sex,Male,MLE,,,,,,,,,,14.2,,,13.4,,15,14.2 [13.4 – 15],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.2,,,13.6,,14.7,14.2 [13.6 – 14.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,ESP,Spain,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.2,,,13.7,,14.7,14.2 [13.7 – 14.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,true,Sex,Male,MLE,,,,,,,,,,14.3,,,13.7,,15,14.3 [13.7 – 15],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.4,,,13.9,,15,14.4 [13.9 – 15],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,BEN,Benin,Year,2016,true,Sex,Male,MLE,,,,,,,,,,14.5,,,13.7,,15.3,14.5 [13.7 – 15.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,ALB,Albania,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.5,,,13.8,,15.1,14.5 [13.8 – 15.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,FIN,Finland,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.5,,,14,,14.9,14.5 [14 – 14.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.5,,,14,,14.9,14.5 [14 – 14.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.5,,,14,,15.1,14.5 [14 – 15.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.6,,,13.7,,15.4,14.6 [13.7 – 15.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.6,,,13.9,,15.3,14.6 [13.9 – 15.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.7,,,13.9,,15.5,14.7 [13.9 – 15.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.8,,,14.2,,15.3,14.8 [14.2 – 15.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,AUT,Austria,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.8,,,14.4,,15.1,14.8 [14.4 – 15.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.9,,,14.1,,15.6,14.9 [14.1 – 15.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,true,Sex,Male,MLE,,,,,,,,,,14.9,,,14.3,,15.5,14.9 [14.3 – 15.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,AND,Andorra,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,14.9,,,14.5,,15.4,14.9 [14.5 – 15.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15,,,14.3,,15.6,15 [14.3 – 15.6],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15,,,14.5,,15.4,15 [14.5 – 15.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15,,,14.5,,15.5,15 [14.5 – 15.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15,,,14.5,,15.5,15 [14.5 – 15.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,TGO,Togo,Year,2016,true,Sex,Male,MLE,,,,,,,,,,15.1,,,14.2,,15.9,15.1 [14.2 – 15.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.1,,,14.6,,15.5,15.1 [14.6 – 15.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.1,,,14.7,,15.5,15.1 [14.7 – 15.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.2,,,14.4,,15.9,15.2 [14.4 – 15.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.2,,,14.6,,15.7,15.2 [14.6 – 15.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.2,,,14.7,,15.8,15.2 [14.7 – 15.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.3,,,14.7,,15.9,15.3 [14.7 – 15.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.4,,,14.9,,16,15.4 [14.9 – 16],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.5,,,15.2,,15.9,15.5 [15.2 – 15.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,MWI,Malawi,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.6,,,14.7,,16.4,15.6 [14.7 – 16.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,true,Sex,Male,MLE,,,,,,,,,,15.6,,,14.7,,16.5,15.6 [14.7 – 16.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.6,,,14.8,,16.4,15.6 [14.8 – 16.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.6,,,15,,16.2,15.6 [15 – 16.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.6,,,15.1,,16.2,15.6 [15.1 – 16.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.8,,,15.1,,16.4,15.8 [15.1 – 16.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,PER,Peru,Year,2016,true,Sex,Male,MLE,,,,,,,,,,15.8,,,15.3,,16.4,15.8 [15.3 – 16.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,BEL,Belgium,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.8,,,15.4,,16.2,15.8 [15.4 – 16.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.9,,,15.4,,16.4,15.9 [15.4 – 16.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,15.9,,,15.5,,16.4,15.9 [15.5 – 16.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16,,,15.2,,16.8,16 [15.2 – 16.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16,,,15.3,,16.7,16 [15.3 – 16.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,ITA,Italy,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16,,,15.6,,16.4,16 [15.6 – 16.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16,,,15.7,,16.3,16 [15.7 – 16.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.1,,,15.4,,16.7,16.1 [15.4 – 16.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.2,,,15.4,,17,16.2 [15.4 – 17],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.2,,,15.6,,16.7,16.2 [15.6 – 16.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.2,,,15.7,,16.7,16.2 [15.7 – 16.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.3,,,15,,17.5,16.3 [15 – 17.5],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.3,,,15.2,,17.4,16.3 [15.2 – 17.4],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.3,,,15.8,,16.7,16.3 [15.8 – 16.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.3,,,15.9,,16.7,16.3 [15.9 – 16.7],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.4,,,15.6,,17.3,16.4 [15.6 – 17.3],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.4,,,15.7,,17.1,16.4 [15.7 – 17.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.4,,,15.8,,17.1,16.4 [15.8 – 17.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,FRA,France,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.4,,,15.9,,16.9,16.4 [15.9 – 16.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,MLT,Malta,Year,2016,true,Sex,Male,MLE,,,,,,,,,,16.5,,,15.9,,17.1,16.5 [15.9 – 17.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.5,,,16,,17.1,16.5 [16 – 17.1],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.5,,,16.1,,16.9,16.5 [16.1 – 16.9],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.6,,,15.4,,17.8,16.6 [15.4 – 17.8],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,AMR,Americas,Country,PAN,Panama,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.7,,,16.2,,17.2,16.7 [16.2 – 17.2],,,EN,2018-08-22T22:00:00.000Z
SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",numeric,EUR,Europe,Country,DEU,Germany,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,16.7,,,16.3,,17.2,16.7 [16.3 – 17.2],,,EN,2018-08-22T22:00:00.000Z
